sample_id,office_app,declared_purpose,macro_length_lines,module_count,comment_ratio,has_digital_signature,external_link_count,autoexec_event_count,shell_call_count,createobject_count,wscript_keyword_count,powershell_keyword_count,url_count,file_write_keyword_count,registry_keyword_count,process_keyword_count,vba_stomping_indicator,chr_function_count,string_concat_count,base64_like_string_count,hex_string_count,long_string_count,suspicious_keyword_count,entropy_score,obfuscation_score,sandbox_process_created,sandbox_network_attempt,sandbox_file_modified,sandbox_registry_modified,on_error_resume_next_count,eqv_operator_count,dead_code_loop_count,line_continuation_count,document_property_access_count,showwindow_keyword_count,dynamic_createobject_indicator,random_identifier_obfuscation_score,static_risk_score,sandbox_risk_score,final_risk_score,evidence_score,label,label_text,split,source_type,source_file,sha256,variant_intensity
real_benign_macrosreales_01994_01994,Excel,obfuscated_loader_like,492,1,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,0,16,0,3.992,100.0,0,0,0,0,2,0,0,4,0,0,0,15.74,50.0,0.0,36.0,41.94,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,c72518a15e7042db72352a358a0ce7f3bdd73b7fb805386050a5364e58e2b982,
real_benign_macrosreales_13820_13820,Excel,downloader_like,221,1,0.285,0,4,0,0,0,0,0,4,0,0,0,0,0,26,0,0,11,4,5.135,56.76,0,1,0,0,0,0,0,4,0,0,0,7.04,76.69,22.0,61.38,54.05,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,26fb8d30ebdd9dbde399e7bdffde152a3a459db3ba96fbe9ff743613fb60f219,
real_benign_macrosreales_10030_10030,Excel,downloader_like,1139,2,0.138,0,4,0,0,13,0,0,4,2,0,0,0,0,203,0,0,84,6,4.98,100.0,0,1,1,0,12,0,0,16,0,0,0,14.77,100.0,34.0,81.52,74.89,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,f2e00305232bff4afd709df7e7a4dbc84f198cb5ff1e7a5ec4ea1973f40043d2,
real_benign_macrosreales_11992_11992,Excel,downloader_like,278,1,0.371,0,5,0,0,0,0,0,5,0,0,0,0,0,41,0,0,9,5,5.046,70.57,0,1,0,0,0,0,0,6,0,0,0,7.06,95.12,22.0,74.64,64.09,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,2258a895986720e9b09170354cf8f89f7289e1f142a88cde15f1598b86d7f15f,
real_benign_macrosreales_07141_07141,Excel,downloader_like,276,1,0.366,0,4,0,0,0,0,0,4,0,0,0,0,0,41,0,0,13,4,5.175,78.87,0,1,0,0,0,0,0,5,0,0,0,6.77,84.62,22.0,67.09,61.91,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,17aadf63cfc18c5c0746c510c44a2a532d3ee409b9d82059175c9a7d713413b2,
final_variant_gray_0043,Excel,downloader_like,1053,2,0.168,0,4,0,0,0,0,0,4,0,0,0,0,1,263,0,0,83,4,5.032,75.0,0,1,0,0,0,0,0,5,0,0,0,20.56,70.0,22.0,77.75,57.08,1,baja_sospecha,train,final_targeted_gray_variant,real_macros\macrosreales.csv,f061797a666089c2081f2538c610e33de0b6936555d5476bb96a200835466611,
real_benign_macrosreales_00900_00900,Excel,obfuscated_loader_like,495,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,0,0,12,0,5.406,100.0,0,0,0,0,11,0,0,2,0,0,0,32.34,92.47,0.0,66.58,60.58,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,a286670dcdaae933d2ee7e44ef86115bcb3777287301940a743384b13a80bcb3,
real_benign_macrosreales_11513_11513,Excel,obfuscated_loader_like,1016,2,0.066,0,0,0,0,0,0,0,0,0,0,0,0,5,25,0,0,35,0,4.903,100.0,0,0,0,0,0,0,0,1,0,0,0,38.79,48.7,0.0,35.07,46.58,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,a03c93ae4bf66141a9eb2f8fa910cee6246cfc3f2d39e88cd4df0300adf18b58,
final_variant_gray_0069,Excel,downloader_like,412,1,0.245,0,4,0,0,1,0,0,4,0,0,0,0,0,61,0,0,17,4,5.166,75.0,0,1,0,0,0,0,0,5,0,0,0,16.07,70.0,22.0,76.21,56.06,1,baja_sospecha,train,final_targeted_gray_variant,real_macros\macrosreales.csv,d9de28a18b29660a3a340968d1e48643bd2c2ce4c86ba9b0bc0c389e1df25ee9,
real_benign_macrosreales_14376_14376,Excel,downloader_like,336,1,0.333,0,4,0,0,0,0,0,4,0,0,0,0,0,45,0,0,19,4,5.157,98.38,0,1,0,0,0,0,0,5,0,0,0,12.81,94.56,22.0,74.24,70.35,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,f8b54230c2e4daac19147f675c77253ccb69f91c88a136b0621fcf3b5101a1d5,
real_benign_macrosreales_08675_08675,Excel,downloader_like,172,1,0.163,0,3,0,0,0,0,0,3,0,0,0,0,0,26,0,0,10,3,5.077,54.73,0,1,0,0,0,0,0,3,0,0,0,7.22,63.82,22.0,52.11,45.73,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,9af9328733988d181f09e722d4a02ad4ccc9694eaad6fe5d1fba2d88ae8f861f,
real_benign_macrosreales_06745_06745,Word,obfuscated_loader_like,391,1,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,18,0,4.616,98.91,0,0,0,0,5,0,0,0,0,0,0,18.59,63.55,0.0,45.75,47.02,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,22c7df8a3c505ecdc103cdf3c72d056439062526f8397d0f86e882d7f5f7a28b,
real_benign_macrosreales_04203_04203,Word,obfuscated_loader_like,304,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,3.0,100.0,0,0,0,0,0,0,0,0,0,0,0,77.37,57.47,0.0,41.38,48.48,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,c551aeb5c0513a6b6449d555885df898835927a15848018f9ddb49161b9a3dbc,
real_benign_macrosreales_12207_12207,Excel,downloader_like,221,1,0.285,0,4,0,0,0,0,0,4,0,0,0,0,0,26,0,0,11,4,5.135,56.76,0,1,0,0,0,0,0,4,0,0,0,7.04,76.69,22.0,61.38,54.05,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,190877fb317a7b4f226658cbf2d13db74ed54371af45c401045fde1714c1b0cc,
real_benign_macrosreales_01340_01340,Excel,obfuscated_loader_like,425,1,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,19,0,4.612,100.0,0,0,0,0,3,0,0,98,0,0,0,25.23,58.66,0.0,42.24,45.8,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,6de084f3e1cffdae9277acb8c6a7267149f8eb735f7a55cc87c2a0e48be18249,
real_benign_macrosreales_01300_01300,Excel,obfuscated_loader_like,425,1,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,19,0,4.612,100.0,0,0,0,0,3,0,0,98,0,0,0,25.23,58.66,0.0,42.24,45.8,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,f4600e6d523ecbd4167a33a3cd24b4437c362fbcc3174457ff500162518a47b9,
real_benign_macrosreales_03239_03239,Word,obfuscated_loader_like,360,1,0.067,0,0,0,0,1,0,0,0,0,0,0,0,31,14,0,0,12,0,4.618,100.0,0,0,0,0,5,0,0,0,0,0,0,19.92,64.91,0.0,46.74,53.86,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,daf5781755f5d5fe685119c41112ae1ed10de51640915c7ef7f95478f038c7e6,
real_benign_macrosreales_13832_13832,Excel,downloader_like,216,1,0.329,0,4,0,0,0,0,0,4,0,0,0,0,0,28,0,0,11,4,5.134,59.17,0,1,0,0,0,0,0,4,0,0,0,7.07,77.0,22.0,61.6,54.7,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,c755d85b4e1748ff82426eca36575899e847234f66e83bcbe4cb82f56b19d9df,
real_benign_macrosreales_08097_08097,Word,obfuscated_loader_like,360,1,0.067,0,0,0,0,1,0,0,0,0,0,0,0,31,14,0,0,12,0,4.618,100.0,0,0,0,0,5,0,0,0,0,0,0,19.92,64.91,0.0,46.74,53.86,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,0a6f297ce7f4717c075d30e923af87b95a09b2ae26c820bba7fa264e0510f1c2,
real_benign_macrosreales_08517_08517,Word,obfuscated_loader_like,391,1,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,18,0,4.616,98.91,0,0,0,0,5,0,0,0,0,0,0,18.59,63.55,0.0,45.75,47.02,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,f755b0b3aa4a086ac3ee25c7fcebbca5d5fa4f257d6ce755fdb6cc15d5daec0e,
real_benign_macrosreales_06860_06860,Excel,obfuscated_loader_like,863,1,0.101,0,0,0,0,0,0,0,0,0,0,0,0,5,32,0,0,17,0,4.395,92.3,0,0,0,0,0,0,0,2,0,0,0,23.42,41.83,0.0,30.12,41.36,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,b324a73855cf227c3336807f4d434c63c6c5ba2a8dbfdfe9c76a565e93102672,
real_benign_macrosreales_06588_06588,Word,obfuscated_loader_like,360,1,0.067,0,0,0,0,1,0,0,0,0,0,0,0,31,14,0,0,12,0,4.618,100.0,0,0,0,0,5,0,0,0,0,0,0,19.92,64.91,0.0,46.74,53.86,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,85acafac719c60c904e261395d9393d766badc67accc03f36ca49cbd4677db57,
real_benign_macrosreales_00161_00161,Excel,obfuscated_loader_like,504,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8,54,0,0,16,0,5.384,100.0,0,0,0,0,11,0,0,2,0,0,0,31.85,92.37,0.0,66.51,65.01,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,ff7ac0690fed44446dee1572e51fd6230cacf85c6cd3192c78181d2323989242,
real_benign_macrosreales_07812_07812,Word,obfuscated_loader_like,304,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,3.0,100.0,0,0,0,0,0,0,0,0,0,0,0,77.37,57.47,0.0,41.38,48.48,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,1b47099bf9a70f83d7d17dc3f12cb830d49daeae653736f4fb351b76e1ac9bbc,
real_benign_macrosreales_08931_08931,Word,obfuscated_loader_like,306,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,2.807,100.0,0,0,0,0,0,0,0,0,0,0,0,77.35,57.47,0.0,41.38,48.48,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,d71314fddaa9b4940281ddee423be71bd76e7b695cc5bc889068df5d11405766,
real_benign_macrosreales_11034_11034,Word,obfuscated_loader_like,306,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,2.807,100.0,0,0,0,0,0,0,0,0,0,0,0,77.35,57.47,0.0,41.38,48.48,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,afe6eb91787bf73d899d919b29b707ad5f43203fa715295df28d5fdd45ae69cd,
real_benign_macrosreales_13509_13509,Excel,downloader_like,278,1,0.371,0,5,0,0,0,0,0,5,0,0,0,0,0,41,0,0,9,5,5.046,70.57,0,1,0,0,0,0,0,6,0,0,0,7.06,95.12,22.0,74.64,64.09,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,ee60acea89aa1077f391d9664da0a76688be968631d8219500ceea44ceed96a9,
real_benign_macrosreales_15290_15290,Excel,downloader_like,300,1,0.36,0,4,0,0,0,0,0,4,0,0,0,0,0,41,0,0,17,4,5.088,87.77,0,1,0,0,0,0,0,5,0,0,0,8.19,88.74,22.0,70.05,65.52,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,cf48b62acdfd73f614189033eebe8172ed3c7b30684382929a42a49d87b37ae2,
real_benign_macrosreales_09311_09311,Excel,downloader_like,276,1,0.366,0,4,0,0,0,0,0,4,0,0,0,0,0,41,0,0,13,4,5.175,78.88,0,1,0,0,0,0,0,5,0,0,0,6.79,84.63,22.0,67.09,61.92,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,e51b9836af41d4e9fc40f40f0416689148dd72ed6165adb48cb5b578831c380f,
real_benign_macrosreales_01443_01443,Excel,obfuscated_loader_like,410,1,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,1,0,4.557,88.49,0,0,0,0,0,0,0,33,0,0,0,20.54,41.0,0.0,29.52,36.28,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,dbb497eb7d42267013c5f8ffbf36ca5a302fae27bed931a388abf43e8af8c21d,
real_benign_macrosreales_10117_10117,Word,obfuscated_loader_like,282,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,2.807,100.0,0,0,0,0,0,0,0,0,0,0,0,33.58,48.72,0.0,35.08,42.53,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,c24f045fac2cb90e11efcb5afbe830c00f320bf32690f932a1739d29afb48bf9,
real_benign_macrosreales_12542_12542,Excel,obfuscated_loader_like,358,1,0.07,0,0,0,0,1,0,0,0,0,0,0,0,31,14,0,0,12,0,4.591,100.0,0,0,0,0,5,0,0,0,0,0,0,20.22,64.92,0.0,46.75,53.88,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,c9f79bad5160e1d00bad5b2cc459144d0bc09ca35cce75070a4e511409effbb8,
real_benign_macrosreales_10162_10162,Excel,downloader_like,132,1,0.045,0,3,0,0,0,0,0,3,0,0,0,0,0,25,0,0,5,3,5.256,43.25,0,1,0,0,0,0,0,3,0,0,0,7.86,61.02,22.0,50.09,42.17,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,abe4e1d38d9d050fa2d5c28d314b865755f392e60458301669dcde78cabca49c,
real_benign_macrosreales_00099_00099,Excel,obfuscated_loader_like,687,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,123,0,0,13,0,5.322,100.0,0,0,0,0,21,0,0,2,0,0,0,29.85,100.0,0.0,72.0,63.29,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,260520eb0f79ab9a3b491f598004f907550d5c0ac5e6351c24c4588fc9b42261,
real_benign_macrosreales_07747_07747,Word,obfuscated_loader_like,360,1,0.067,0,0,0,0,1,0,0,0,0,0,0,0,31,14,0,0,12,0,4.618,100.0,0,0,0,0,5,0,0,0,0,0,0,19.92,64.91,0.0,46.74,53.86,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,28b8ddee299188a5531368c2796ad56221dea76fe60816baeac0c049cc56e0ce,
real_benign_macrosreales_14675_14675,Excel,downloader_like,131,1,0.046,0,3,0,0,0,0,0,3,0,0,0,0,0,25,0,0,5,3,5.256,43.26,0,1,0,0,0,0,0,3,0,0,0,7.88,61.01,22.0,50.09,42.17,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,3418dd0b30176f30fbd3eb0333601d0fcaf229a0e5a97aba2722e5f894d659fa,
real_benign_macrosreales_05983_05983,Excel,downloader_like,282,1,0.379,0,5,0,0,0,0,0,5,0,0,0,0,0,41,0,0,9,5,5.046,70.52,0,1,0,0,0,0,0,6,0,0,0,6.91,94.94,22.0,74.51,64.01,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,8167e73c443fd128e417d7935e234455647ad0b879efb44e5d9582cfc7720f93,
real_benign_macrosreales_09857_09857,Excel,downloader_like,221,1,0.285,0,4,0,0,0,0,0,4,0,0,0,0,0,26,0,0,11,4,5.135,56.76,0,1,0,0,0,0,0,4,0,0,0,7.04,76.69,22.0,61.38,54.05,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,0ddc9e04be7ccd88bccd16617792e28ce0b66336a7265fbb26cca9914225b3a3,
real_benign_macrosreales_05861_05861,Excel,obfuscated_loader_like,1278,1,0.024,0,0,0,0,0,0,0,0,0,0,0,0,5,685,0,0,25,0,4.302,100.0,0,0,0,0,0,0,0,3,0,0,0,33.54,48.32,0.0,34.79,46.12,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,ebb189284bfcebfb6201d7d620aec995006483b3632c4ccc24a29a0db88738ed,
real_benign_macrosreales_14522_14522,Word,obfuscated_loader_like,282,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,2.807,100.0,0,0,0,0,0,0,0,0,0,0,0,33.58,48.72,0.0,35.08,42.53,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,cc661183c464ccdd4ecbea1fb03b5096a394057b18329192561319683bdb6ed4,
real_benign_macrosreales_14819_14819,Word,obfuscated_loader_like,306,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,2.807,100.0,0,0,0,0,0,0,0,0,0,0,0,77.35,57.47,0.0,41.38,48.48,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,7fb8ec805e91deef0e369aebf9cdfbc57bdc7acaaefdd6a72b4af087ef9c58cc,
real_benign_macrosreales_02537_02537,Excel,obfuscated_loader_like,1115,2,0.08,0,0,0,0,0,0,0,0,0,0,0,0,1,225,0,0,45,0,4.854,100.0,0,0,0,0,1,0,0,31,0,0,0,25.56,49.83,0.0,35.88,43.22,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,519e4aa8f9441c261bf584f3d8c32563f457284bc0a1074de29649fcc863dee3,
real_benign_macrosreales_02686_02686,Excel,downloader_like,276,1,0.366,0,4,0,0,0,0,0,4,0,0,0,0,0,41,0,0,13,4,5.175,78.87,0,1,0,0,0,0,0,5,0,0,0,6.77,84.62,22.0,67.09,61.91,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,c103ccfd1cdcd87dcede8f24c234cf1cbdc6a9ad9a8d2c040dc4eca84932f35a,
real_benign_macrosreales_06373_06373,Excel,obfuscated_loader_like,494,2,0.065,0,0,0,0,1,0,0,0,1,0,0,0,5,14,0,0,16,1,4.738,71.84,0,0,1,0,0,0,0,3,0,0,0,32.68,54.67,12.0,42.72,43.29,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,2227b5863449715ec2b998d13f69d7a8bec047b5f049fb32b8f18c6534b4ab8c,
MACRO_01271,Excel,downloader_like,725,3,0.172,1,3,1,0,0,0,0,2,2,0,1,0,6,7,0,0,4,2,5.507,38.8,0,1,0,0,0,0,0,1,0,0,0,23.53,58.54,22.0,51.24,55.69,1,baja_sospecha,train,synthetic_existing,outputs\macro_dataset_tfm.csv,2bbb4248c8b13793bc80df8c7fd6550321c484ca14b1996afe83128743da5390,
real_benign_macrosreales_09042_09042,Word,obfuscated_loader_like,391,1,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,18,0,4.616,98.91,0,0,0,0,5,0,0,0,0,0,0,18.59,63.55,0.0,45.75,47.02,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,36c1f622c3d577fffe7675283f44812e593e03f68c0d43907f9bdfb77f2177d8,
real_benign_macrosreales_15424_15424,Word,obfuscated_loader_like,306,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,2.807,100.0,0,0,0,0,0,0,0,0,0,0,0,77.35,57.47,0.0,41.38,48.48,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,43310ebef4670084416f433241e1a9158cd2a0e1842c4e4dc7580f8bcb716bf9,
real_benign_macrosreales_13485_13485,Excel,downloader_like,276,1,0.366,0,4,0,0,0,0,0,4,0,0,0,0,0,41,0,0,13,4,5.175,78.87,0,1,0,0,0,0,0,5,0,0,0,6.77,84.62,22.0,67.09,61.91,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,db81a640ecfaa82f5e734aa5f6307d906d05439f8125dcec6b2d374e68318a5b,
real_benign_macrosreales_14125_14125,Excel,downloader_like,278,1,0.371,0,5,0,0,0,0,0,5,0,0,0,0,0,41,0,0,9,5,5.046,70.57,0,1,0,0,0,0,0,6,0,0,0,7.06,95.12,22.0,74.64,64.09,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,09835759ec7270e1b80ecb6ced7ce864e5532ae906923a94c056b7084add7aa1,
real_benign_macrosreales_05746_05746,Word,obfuscated_loader_like,391,1,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,18,0,4.616,98.91,0,0,0,0,5,0,0,0,0,0,0,18.59,63.55,0.0,45.75,47.02,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,b4725b1c9185df9dd02794f655d84640cdd994e9d632b936ca5034cace650957,
real_benign_macrosreales_09909_09909,Word,obfuscated_loader_like,304,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,3.0,100.0,0,0,0,0,0,0,0,0,0,0,0,77.37,57.47,0.0,41.38,48.48,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,d5b7fdd39f3f326a70c598c867bfc4fa05cd411596797b95a91fa32c7bba3fdb,
real_benign_macrosreales_13595_13595,Excel,downloader_like,342,1,0.319,0,4,0,0,0,0,0,4,0,0,0,0,0,43,0,0,19,4,5.159,94.41,0,1,0,0,0,0,0,5,0,0,0,8.32,92.21,22.0,72.55,68.31,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,2265e5fffa4be5106bd7aae5d1920c0d4834b34c835f8a4e94301836276e6d86,
real_benign_macrosreales_07179_07179,Excel,downloader_like,347,1,0.314,0,4,0,0,0,0,0,4,0,0,0,0,0,46,0,0,17,4,5.132,97.13,0,1,0,0,1,0,0,6,0,0,0,9.23,97.62,22.0,76.44,71.02,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,03922ceefcff4d738b644d455620ac99f8a297ed22152e44fbc31f01c368e12b,
real_benign_macrosreales_11348_11348,Word,obfuscated_loader_like,282,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,2.807,100.0,0,0,0,0,0,0,0,0,0,0,0,33.58,48.72,0.0,35.08,42.53,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,d49003662937a4f765352137c965f487eb2b5dc3891285b8bf2bcafa73d0db01,
real_benign_macrosreales_10972_10972,Excel,obfuscated_loader_like,1577,2,0.059,0,0,0,0,0,0,0,0,0,0,0,0,10,26,0,0,63,0,4.842,100.0,0,0,0,0,0,0,0,2,0,0,0,37.3,48.52,0.0,34.93,48.68,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,1f7fa351f1856fe7f71709cba98138184e80a6db41d47bc7de6b2968714a6ef3,
real_benign_macrosreales_15075_15075,Excel,downloader_like,229,1,0.314,0,4,0,0,0,0,0,4,0,0,0,0,0,30,0,0,11,4,5.18,61.49,0,1,0,0,0,0,0,5,0,0,0,6.82,78.16,22.0,62.44,55.64,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,b0aa2d2606974d8a0bcb4af8b1804e0360e37aeefd9f34e7287b74c08fccae5b,
real_benign_macrosreales_06050_06050,Excel,downloader_like,278,1,0.371,0,5,0,0,0,0,0,5,0,0,0,0,0,41,0,0,9,5,5.046,70.57,0,1,0,0,0,0,0,6,0,0,0,7.06,95.12,22.0,74.64,64.09,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,261be8062d82a2a0d790a91720289b1872af04d60a963f9b389b8c190ec9ccde,
real_benign_macrosreales_09157_09157,Excel,downloader_like,276,1,0.366,0,4,0,0,0,0,0,4,0,0,0,0,0,41,0,0,13,4,5.175,78.88,0,1,0,0,0,0,0,5,0,0,0,6.79,84.63,22.0,67.09,61.92,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,140c5262fe1dcf605d356ea241fba543c575db29982c3e6c10d97e3344e7875d,
real_benign_macrosreales_13775_13775,Excel,downloader_like,278,1,0.371,0,5,0,0,0,0,0,5,0,0,0,0,0,41,0,0,9,5,5.046,70.57,0,1,0,0,0,0,0,6,0,0,0,7.06,95.12,22.0,74.64,64.09,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,adae2d6941b9a469e963f38a812ae06d83de253511b74983c1df9896ce0b003c,
real_benign_macrosreales_07930_07930,Excel,command_execution_like,1519,2,0.106,0,1,0,1,0,0,0,1,0,0,0,0,5,46,0,0,148,2,5.208,100.0,1,1,0,0,3,0,0,1,0,0,0,22.9,92.88,46.0,79.76,68.42,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,ebcd4d9365b134686398755a3c4cdecd0cef2a7e6f2e3f6e385bbde7cc312b30,
real_benign_macrosreales_05673_05673,Word,obfuscated_loader_like,391,1,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,18,0,4.616,98.91,0,0,0,0,5,0,0,0,0,0,0,18.59,63.55,0.0,45.75,47.02,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,0c9c0433ea79a26c70f7fa51f3b2d1a04db4c44b5d3e0606c574a9e00e0853f7,
real_benign_macrosreales_03498_03498,Excel,obfuscated_loader_like,425,1,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,19,0,4.589,100.0,0,0,0,0,3,0,0,96,0,0,0,25.23,58.66,0.0,42.24,45.8,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,5e6de3dd2f79208708593e57298990f713125ee6d6975ac5715e34d46adc9402,
final_variant_gray_0157,Excel,downloader_like,335,1,0.403,0,5,0,0,1,0,0,5,0,0,0,0,0,52,0,0,12,5,4.951,75.0,0,1,0,0,0,0,0,6,0,0,0,6.89,70.0,22.0,78.16,55.51,1,baja_sospecha,train,final_targeted_gray_variant,real_macros\macrosreales.csv,a871e63222b7872fa82d21a62c13dd8f621b07dfccb0e26cd6aa23c86edf0b9b,
real_benign_macrosreales_06939_06939,Excel,obfuscated_loader_like,356,1,0.07,0,0,0,0,1,0,0,0,0,0,0,0,31,14,0,0,12,0,4.6,100.0,0,0,0,0,5,0,0,0,0,0,0,19.95,64.87,0.0,46.71,53.85,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,c4c5cdafb5c37098417124e03af75d5c5f6d90b02a6a875a5613f478d12d2d5e,
real_benign_macrosreales_14160_14160,Word,obfuscated_loader_like,360,1,0.067,0,0,0,0,1,0,0,0,0,0,0,0,31,14,0,0,12,0,4.618,100.0,0,0,0,0,5,0,0,0,0,0,0,19.92,64.91,0.0,46.74,53.86,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,3287f05b27931076f4dc41fca1357d4dea0ae59e380f1b211eaabbeff93292ff,
real_benign_macrosreales_00490_00490,Excel,obfuscated_loader_like,410,1,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,1,0,4.557,88.49,0,0,0,0,0,0,0,33,0,0,0,20.54,41.0,0.0,29.52,36.28,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,808a710cb7192dc2f868f941bb9b671f87816059386d4e087b537c4c9b05f773,
real_benign_macrosreales_05956_05956,Word,obfuscated_loader_like,306,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,2.807,100.0,0,0,0,0,0,0,0,0,0,0,0,77.35,57.47,0.0,41.38,48.48,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,c4185118851e1ebb9c1a0804538c6fc84dace97416a95ad46689ae10d7a3533f,
real_benign_macrosreales_14288_14288,Excel,downloader_like,164,1,0.116,0,3,0,0,0,0,0,3,0,0,0,0,0,26,0,0,4,3,5.292,42.34,0,1,0,0,0,0,0,3,0,0,0,7.83,59.49,22.0,48.99,41.39,1,baja_sospecha,train,real_benign,real_macros\macrosreales.csv,ba64140e1de642a549d8667718a5cdd1a6a9a70c3c4e74e4f8d2f8120562c522,
